"Optcrit";"mod";"region";"RMSE";"Rsquared";"MAE"
"MAE";"ridge";"Hainaut";"26.1677353913236";"0.850769925392791";"15.4884144809791"
"MAE";"ridge";"Limburg";"21.4384837432316";"0.908998617238041";"13.1105189057237"
"MAE";"ridge";"Liège";"23.650071703562";"0.878315077223475";"14.2410770306145"
"MAE";"ridge";"Luxembourg";"23.451527604804";"0.87726074055383";"14.6395512166438"
"MAE";"ridge";"Namur";"23.1615644444207";"0.885308048379324";"14.1117921817051"
"MAE";"ridge";"East.Flanders";"21.5126915529635";"0.908461746789909";"13.288857350652"
"MAE";"ridge";"Flemish.Brabant";"21.784863182814";"0.908087715077847";"13.4231161038506"
"MAE";"ridge";"Walloon.Brabant";"23.9576421250521";"0.87613892639759";"14.4592796925748"
"MAE";"ridge";"West.Flanders";"25.0206459795981";"0.890884442172573";"15.2869108728969"
"RMSE";"cartcp";"Belgium";"18.086260450397";"0.933115494822249";"9.38780749401269"
"RMSE";"cartcp";"Flanders";"19.1127780742329";"0.928652234817777";"9.95503195290208"
"RMSE";"cartcp";"Wallonia";"21.2768053878243";"0.899538612041156";"10.9532452748248"
"RMSE";"cartcp";"Brussels";"34.4412666039802";"0.720856253437834";"16.491154471098"
"RMSE";"cartcp";"Antwerp";"19.4573381108846";"0.92566028204013";"10.07939441768"
"RMSE";"cartcp";"Hainaut";"26.8049211950115";"0.84459819807789";"13.6152900933566"
"RMSE";"cartcp";"Limburg";"19.4009594568593";"0.925729789300769";"10.0589012772978"
"RMSE";"cartcp";"Liège";"22.0961390316429";"0.894369225302986";"11.3040791884261"
"RMSE";"cartcp";"Luxembourg";"22.0621627192669";"0.891987677167641";"11.5837903383128"
"RMSE";"cartcp";"Namur";"22.0626186386449";"0.896426606159444";"11.2982053002876"
"RMSE";"cartcp";"East.Flanders";"20.2198981900445";"0.919291708578865";"10.363389932371"
"RMSE";"cartcp";"Flemish.Brabant";"19.5184311566824";"0.926461414171873";"9.91715442123608"
"RMSE";"cartcp";"Walloon.Brabant";"23.3238217247103";"0.883307759435497";"11.8066911456174"
"RMSE";"cartcp";"West.Flanders";"22.472528070532";"0.912244767593698";"11.4417240956922"
"RMSE";"knn";"Belgium";"16.9330847286938";"0.941264481167899";"8.56131492207596"
"RMSE";"knn";"Flanders";"17.8051113836755";"0.937934017761207";"9.02277811438984"
"RMSE";"knn";"Wallonia";"19.6290838658977";"0.914246377913378";"9.94192520215022"
"RMSE";"knn";"Brussels";"31.9186022084551";"0.756282726981157";"15.2975008138568"
"RMSE";"knn";"Antwerp";"17.8973339379687";"0.937028577548992";"8.9671618441332"
"RMSE";"knn";"Hainaut";"24.6040560738421";"0.868257265068724";"12.4371545593225"
"RMSE";"knn";"Limburg";"17.9454518140653";"0.936325470319422";"8.88881752571707"
"RMSE";"knn";"Liège";"20.9041019570666";"0.905063983661348";"10.5272076161146"
"RMSE";"knn";"Luxembourg";"20.3658587800963";"0.907531432855749";"10.4153817888122"
"RMSE";"knn";"Namur";"20.4634873662898";"0.910407687984023";"10.3535866430612"
"RMSE";"knn";"East.Flanders";"18.8210049762092";"0.929959886407885";"9.41396235280064"
"RMSE";"knn";"Flemish.Brabant";"18.1582954297755";"0.936188048721612";"8.99812221805153"
"RMSE";"knn";"Walloon.Brabant";"21.8945421603504";"0.896579839138387";"10.9545772785116"
"RMSE";"knn";"West.Flanders";"20.5765743294591";"0.926222087518962";"10.3666007520257"
"RMSE";"lasso";"Belgium";"23.0968187197482";"0.896960701556827";"14.151412929198"
"RMSE";"lasso";"Flanders";"22.9972601546575";"0.901641839060956";"14.0848507167834"
"RMSE";"lasso";"Wallonia";"24.3311610401798";"0.874303336387375";"14.7600354540633"
"RMSE";"lasso";"Brussels";"33.7749430822908";"0.731450185935259";"19.1814771490326"
"RMSE";"lasso";"Antwerp";"24.2436510498506";"0.890769191487919";"14.9080172140018"
"RMSE";"lasso";"Hainaut";"27.9958055483287";"0.834653602373724";"16.5903702351516"
"RMSE";"lasso";"Limburg";"23.5712950224313";"0.896147742175426";"14.5642266510396"
"RMSE";"lasso";"Liège";"25.7625056123855";"0.861681628541832";"15.5934043804385"
"RMSE";"lasso";"Luxembourg";"26.0744720659764";"0.85504905270067";"16.1736695707307"
"RMSE";"lasso";"Namur";"25.22685955258";"0.870159566579581";"15.3800091277839"
"RMSE";"lasso";"East.Flanders";"23.838152941247";"0.892779163429773";"14.5996268165878"
"RMSE";"lasso";"Flemish.Brabant";"24.3985228214557";"0.891212595936567";"14.9755709704145"
"RMSE";"lasso";"Walloon.Brabant";"25.9010887201688";"0.861504234638302";"15.536623192202"
"RMSE";"lasso";"West.Flanders";"27.7930216785125";"0.871085528960139";"16.6819611604085"
"RMSE";"reglin";"Belgium";"20.4649725490984";"0.914040652752992";"12.655143995657"
"RMSE";"reglin";"Flanders";"20.4414145857468";"0.918039667742418";"12.6699169108077"
"RMSE";"reglin";"Wallonia";"22.2617528439066";"0.889636281502284";"13.5417306941579"
"RMSE";"reglin";"Brussels";"32.5881546654709";"0.745145654099043";"18.2508050461872"
"RMSE";"reglin";"Antwerp";"21.5663467261529";"0.908447076075278";"13.3272624305809"
"RMSE";"reglin";"Hainaut";"26.1391094844338";"0.850974183270519";"15.4292792985725"
"RMSE";"reglin";"Limburg";"21.4206118628847";"0.90917058217467";"13.0728777422545"
"RMSE";"reglin";"Liège";"23.6357508313573";"0.878472426121386";"14.1822684910455"
"RMSE";"reglin";"Luxembourg";"23.4390110984163";"0.877433813316966";"14.5823682061757"
"RMSE";"reglin";"Namur";"23.1379748214555";"0.885391389751575";"14.0685300299983"
"RMSE";"reglin";"East.Flanders";"21.4829589426594";"0.90858597271413";"13.2307660787717"
"RMSE";"reglin";"Flemish.Brabant";"21.7589495326782";"0.908273222872568";"13.3730337489726"
"RMSE";"reglin";"Walloon.Brabant";"23.9458037724174";"0.876109847980822";"14.4163989467783"
"RMSE";"reglin";"West.Flanders";"25.0023472208966";"0.890975646001415";"15.255401733686"
"RMSE";"ridge";"Belgium";"20.4806853878894";"0.913926710302652";"12.6942776664931"
"RMSE";"ridge";"Flanders";"20.4748897360782";"0.917754376933908";"12.7195516183738"
"RMSE";"ridge";"Wallonia";"22.2735628847155";"0.889381915345141";"13.586041621756"
"RMSE";"ridge";"Brussels";"32.6196567143022";"0.744668409005583";"18.3103024552451"
"RMSE";"ridge";"Antwerp";"21.579993554853";"0.908306776169365";"13.3714403851601"
"RMSE";"ridge";"Hainaut";"26.159749779281";"0.850750595822936";"15.4864872162613"
"RMSE";"ridge";"Limburg";"21.4379089121273";"0.909079778083267";"13.1164457230025"
"RMSE";"ridge";"Liège";"23.65029656113";"0.878315776165292";"14.2413092520905"
"RMSE";"ridge";"Luxembourg";"23.4535000597428";"0.87728628732023";"14.6396557834927"
"RMSE";"ridge";"Namur";"23.1570313576767";"0.885232152765134";"14.1111726436848"
"RMSE";"ridge";"East.Flanders";"21.5056160289856";"0.908488056065215";"13.2838227709625"
"RMSE";"ridge";"Flemish.Brabant";"21.7835533686075";"0.908162604641434";"13.4240722551593"
"RMSE";"ridge";"Walloon.Brabant";"23.9642500158239";"0.875961443872778";"14.4607512311706"
"RMSE";"ridge";"West.Flanders";"25.0238878115294";"0.890821284928421";"15.2870503890833"
